class,x,y
2,0.5369,1.6065
1,-0.74814,-0.31907
1,-0.7319,-0.18316
1,-0.26742,-0.25346
1,-0.52147,-0.87898
1,-0.66365,0.11158
2,1.8803,0.42463
2,-0.92025,-1.5689
3,-0.4064,-2.6192
2,0.17395,1.7893
1,0.22672,0.76694
1,0.029976,0.13781
1,0.42449,0.77795
1,-0.14128,-0.17743
1,-0.36348,0.3646
1,-0.047815,0.60124
2,-1.9182,-0.74146
1,-0.10711,0.0068921
1,-0.10449,0.80353
1,-0.36799,-0.51086
2,1.1424,1.6594
1,-0.21397,-0.25383
1,0.31088,0.57269
2,-0.58726,-1.584
1,0.8208,0.65258
1,-0.86502,-0.68703
2,-0.50371,1.1729
2,0.17011,1.4896
1,-0.22618,-0.43719
1,0.31517,-0.38091
1,-0.53855,-0.27664
1,-0.70228,-0.013567
1,0.19369,0.29535
1,-0.18977,-0.47996
1,0.99096,0.50269
1,-0.2286,0.63653
2,0.22443,-1.2241
1,0.16626,0.091748
1,0.86059,0.12492
1,0.19492,0.53869
2,-0.47714,-1.6532
1,-0.80584,-0.87357
1,-0.18458,-0.1633
2,-0.6655,1.0452
2,-1.4305,-0.17529
3,-2.6004,-0.88861
3,-0.16656,2.1048
1,0.28878,-0.39978
2,1.1625,-0.50976
1,0.10113,0.45973
2,-1.9484,-0.84394
1,0.2605,0.37723
1,0.029903,0.69181
3,1.6343,2.4577
1,-0.047888,0.6667
1,0.83105,0.27938
1,-0.068522,-0.40865
3,1.3766,-1.2699
2,-1.5319,-1.5021
2,-0.047817,-1.4954
2,-1.6398,-0.47349
1,-0.85008,-0.11441
2,1.5581,0.06204
1,-0.46967,-0.33354
2,0.18737,-1.3577
1,0.7646,0.010676
1,-0.82814,-0.15593
1,0.60977,0.027804
1,-0.60609,-0.69262
1,-0.63041,0.21109
1,-0.50719,0.28992
2,-0.87635,0.75087
1,-0.67444,-0.76971
1,-0.49378,-0.70698
1,0.40191,-0.051545
2,1.3557,1.278
1,0.14776,-0.47993
1,0.34347,0.18797
1,0.72815,0.74819
1,0.095135,-0.39263
2,-0.55392,1.0819
1,0.57952,0.49763
1,-0.14996,-0.20954
1,-0.31342,-0.83246
1,-0.12547,-0.8012
1,0.38222,-0.35029
1,0.52689,-0.47249
1,0.83899,-0.017608
1,-0.30086,0.4051
1,-0.58138,-0.37433
2,-1.7556,-1.6108
1,0.055002,0.64155
3,2.026,2.4991
1,0.57892,-0.19059
1,0.73638,0.83557
2,1.7227,1.4117
1,-0.45545,0.45791
2,-0.87749,0.91602
1,0.28973,-0.39154
2,1.2503,1.8573
3,-0.0088471,-2.4856
1,0.16576,-0.68844
2,0.98086,1.7182
1,0.54999,-0.24197
2,-0.59132,0.90963
1,-0.87352,-0.36378
1,0.16508,-0.34637
2,1.8127,0.42873
2,1.6184,1.2514
1,0.13241,0.365
3,-1.5492,-2.5995
1,0.33573,0.11282
2,1.516,1.5773
1,-0.57019,0.39342
2,1.4969,1.1281
1,0.46917,-0.51075
1,-0.20329,-0.75926
1,0.050746,0.17335
2,-0.13316,1.2928
1,-0.30477,0.14736
1,-0.65673,-0.12604
1,0.11622,0.37151
1,-0.065581,0.62381
1,-0.34844,-0.60261
1,0.48028,0.63631
1,0.09792,0.20746
1,0.12862,-0.11391
1,0.43821,0.66403
3,1.4585,-1.1614
1,-0.31869,-0.41203
1,0.11451,0.6685
1,0.25047,-0.20225
2,0.57803,1.6097
1,-0.57647,-0.81204
2,-1.841,-0.56751
1,-0.15418,0.21639
1,0.23977,0.070026
3,1.9268,-0.82969
1,-0.14139,-0.43954
1,0.33838,0.11754
2,-1.4231,0.083182
1,-0.0045633,-0.032699
2,1.4674,0.13544
1,0.61473,0.71379
2,0.99895,-0.78653
2,-1.4717,-0.30581
2,0.8846,-0.68975
1,0.14377,0.069302
1,-0.5091,-0.36317
1,-0.64023,0.1978
1,0.21691,0.67563
1,-0.040284,0.69316
1,-0.22143,-0.16311
1,-0.7866,-0.27215
2,0.47298,1.5146
3,2.4725,2.2203
2,1.8813,0.57349
1,-0.87719,-0.75203
1,0.057544,0.74415
1,0.81091,0.88948
3,0.90729,-1.8732
2,0.96121,1.505
1,0.20916,0.75762
3,2.7114,0.47064
2,1.7516,0.73138
1,-0.20526,-0.24374
2,0.22879,1.5745
1,0.6442,-0.19717
2,1.2946,-0.11953
1,-0.039252,0.067103
2,-1.7138,-0.41931
2,1.5349,1.1156
1,0.77382,0.69004
2,0.24808,1.4205
3,1.9271,3.4466
1,0.13918,0.74795
1,-0.45153,-0.63992
2,-1.1747,0.45474
1,0.15297,0.7812
1,0.20153,0.86636
1,-0.41181,0.13466
1,0.53602,-0.055011
1,0.59569,0.76472
1,0.16863,0.34071
2,-0.67034,-1.5072
3,2.0699,-0.3503
1,-0.88606,-0.49688
2,-1.3358,0.013469
1,0.14448,0.013327
1,0.47664,-0.38066
2,-1.3321,-1.3487
1,-0.96678,-0.3317
1,0.0071333,-0.074131
1,0.65774,0.81456
2,-0.38148,1.2368
1,-0.35686,0.46577
1,-0.029702,-0.31161
1,0.27446,0.80127
2,-1.4587,-1.4222
1,-0.51542,0.26692
2,-1.8309,-0.74828
2,1.4686,-0.065059
1,-0.012995,0.40696
2,-1.6265,-0.72162
1,0.41309,0.47442
1,-0.27912,-0.22856
2,1.6526,0.55205
1,-0.010046,0.23523
1,0.87392,0.10961
1,0.46343,0.94811
1,0.57195,-0.27961
1,-0.44526,-0.67101
1,0.49728,0.65322
1,0.48861,0.71261
2,0.91413,-0.74183
1,-0.19824,-0.022913
1,0.58349,-0.32723
1,0.65082,0.57594
3,2.7205,1.8754
2,-1.8223,-1.2007
1,0.39006,0.88396
1,-0.59036,0.12645
1,0.43231,-0.20724
1,0.98202,0.59542
2,0.37742,1.5159
1,0.56536,0.031315
1,-0.4183,-0.08
2,-1.5451,-1.299
2,-1.5175,-0.54655
2,-1.3027,-1.5831
1,-0.50548,-0.22823
1,0.2738,-0.0946
1,-0.044367,-0.060294
1,0.24241,0.45511
1,0.17102,0.72736
2,1.3984,1.7756
2,-0.95197,0.69611
1,0.74867,0.56736
2,-0.76204,0.81865
1,-0.59853,0.026741
2,0.92526,1.5918
3,0.41154,2.4431
2,1.6392,1.3657
2,1.4278,1.7471
1,0.92092,0.44886
2,-0.38191,-1.4525
2,-0.19883,1.3622
1,0.25924,-0.53772
1,0.58271,0.098986
1,-0.34492,-0.60103
1,0.00082693,-0.38332
2,1.1414,1.6721
2,-0.22179,-1.5661
2,-0.67576,-1.8379
2,-0.043172,-1.3572
2,0.015829,1.4287
3,2.8684,1.411
1,0.62543,0.23238
3,0.34056,-2.2804
1,0.37101,0.039793
1,0.048265,0.8889
2,1.7734,0.45754
2,0.61853,-0.89673
1,-0.22714,0.19382
1,-0.16077,-0.90951
1,0.90881,0.32791
1,0.82152,0.40588
1,-0.01951,-0.61235
1,-0.049481,0.037838
1,0.2401,0.31352
2,-1.8161,-1.1915
3,-0.94082,-2.9002
1,-0.96013,-0.45739
2,1.0097,1.9147
1,-0.50073,-0.43004
1,0.66202,0.24827
1,0.63086,0.88908
1,-0.060791,-0.57205
2,-1.0227,0.53155
3,-2.7956,-2.0568
1,0.83643,0.40318
2,-0.85879,0.97869
1,0.32602,-0.3418
1,0.732,-0.16885
1,0.35109,-0.10046
1,0.60822,-0.20518
1,0.055195,0.072326
1,-0.75475,-0.42277
2,0.2068,-1.5811
1,-0.70068,-0.84742
2,0.35396,1.4781
1,0.28575,-0.49011
2,-1.7173,-0.96561
2,0.97487,-0.747
2,1.8169,0.70332
2,1.2041,1.5805
2,0.51867,1.666
1,-0.6143,-0.73704
1,0.44951,0.98906
2,-1.4325,-1.5561
1,0.036868,0.72952
1,0.11799,0.1411
2,1.3072,1.7465
1,0.47302,0.033588
1,-0.25046,-0.14571
1,0.68815,0.92628
1,-0.40611,-0.7106
1,-0.42646,0.25095
1,-0.47219,0.44039
1,0.55707,0.18738
1,0.37137,0.25437
2,1.0643,-0.48928
1,0.38444,-0.5969
1,0.0068085,-0.21358
1,0.55492,0.40151
3,1.365,3.011
1,-0.38127,0.15981
2,-1.0815,-1.6658
3,0.97046,-1.8574
1,0.36352,-0.48293
1,-0.17705,0.67908
1,-0.53232,0.37438
1,-0.22639,-0.63313
2,1.5185,1.815
1,0.69969,0.68849
2,-0.65039,1.2435
1,-0.069197,-0.099072
1,0.0063651,0.84303
1,-0.92505,-0.78815
2,-0.2141,-1.4413
1,0.18401,-0.39213
3,1.7379,-0.80163
1,-0.80695,-0.52676
1,0.57723,-0.031365
1,0.61162,0.16068
1,-0.10698,-0.31991
1,-0.094294,0.29698
1,0.35024,-0.37015
1,-0.84355,-0.32388
1,-0.54577,-0.53843
1,-0.53507,-0.098686
3,-0.22368,2.0865
1,0.48459,-0.10106
2,-0.44253,-1.4902
1,-0.15915,-0.83063
1,0.4487,-0.38844
1,0.5296,0.4255
1,-0.60099,0.033392
1,0.43734,0.28311
1,0.71354,0.17312
3,0.60161,-2.2781
1,-0.20918,-0.015273
3,-2.4778,-1.6645
1,-0.011062,-0.49763
1,0.84302,0.31566
1,-0.45485,-0.39266
1,-0.47459,0.19305
1,-0.55728,0.33945
1,0.70822,-0.026392
1,-0.13112,-0.59609
1,0.72983,0.13983
2,-1.4292,-1.4712
2,-0.33894,1.4689
1,0.50319,0.75682
2,1.643,1.3836
2,-1.4381,-1.5303
2,1.9473,0.98204
3,-2.8017,-1.5359
2,1.5584,0.34885
1,-0.79251,-0.86104
1,0.41053,-0.34078
1,0.26239,0.089407
1,-0.60956,0.10315
1,0.19622,-0.1014
3,-2.8984,-1.1208
1,0.13267,0.13877
2,-0.2472,1.1853
3,-2.9473,-0.84247
2,-1.5503,-0.76637
1,-0.38473,0.58772
1,-0.53649,-0.42278
1,-0.8443,-0.62778
1,0.63806,-0.059755
1,-0.22498,-0.27372
1,0.71798,-0.22501
1,-0.03612,-0.80475
2,-1.8179,-1.0137
2,1.0287,1.6997
1,0.52117,0.77053
1,0.077091,0.7076
2,-0.75309,-1.9129
1,0.35414,-0.5279
1,-0.24446,-0.35973
2,-1.8076,-1.169
3,-2.5252,-0.68778
2,-1.0564,-1.6863
2,1.6287,0.49618
1,0.050963,0.75034
2,-1.2909,0.17089
1,-0.11107,0.27053
1,-0.54729,0.3611
1,-0.41858,-0.25893
1,0.24383,0.94719
1,0.048808,-0.11625
1,-0.12339,-0.25998
1,-0.037322,0.26768
2,1.2981,1.8534
2,0.84156,-0.69415
1,0.45991,-0.36565
1,-0.83422,-0.28506
1,-0.17247,-0.80748
1,-0.49633,-0.5177
3,1.0066,2.6087
1,-0.90025,-0.55554
1,0.2299,-0.34223
1,0.12395,-0.37356
1,0.27929,0.36612
1,0.055255,-0.68948
2,-1.4266,0.026596
2,-1.2596,0.32056
1,-0.64156,-0.31982
1,-0.54918,-0.53511
1,-0.49945,0.45395
3,-0.97091,1.8714
2,1.7082,0.16122
1,-0.27455,0.33191
2,-1.8638,-1.2308
2,-1.2467,-1.4578
2,0.66211,-1.1903
2,-1.3945,0.23867
1,0.60777,-0.13929
1,2.9993e-05,-0.28062
2,-1.104,0.352
2,1.4335,1.345
2,1.4133,-0.22128
2,1.0315,1.5447
1,-0.21354,0.28397
3,-2.5052,-1.6986
2,-0.45532,1.0485
2,-1.5836,-1.0158
1,-0.53734,-0.66356
1,0.26632,0.50291
1,-0.42139,-0.73363
1,0.31305,0.41057
1,0.37657,0.10213
1,-0.92517,-0.55936
1,-0.5679,-0.56723
1,0.049894,0.56504
1,0.53642,-0.13337
2,-1.9628,-1.0398
2,-0.028938,1.5077
1,-0.45918,0.42862
1,-0.54645,-0.51501
1,0.82334,0.56851
2,1.7633,1.2283
1,0.6473,0.036092
2,-0.016796,-1.5478
1,-0.59416,-0.91961
2,-0.92066,0.8493
2,1.2787,-0.46435
1,-0.7132,-0.4358
1,0.91778,0.27547
1,0.59244,0.16864
2,-0.35625,-1.7304
3,-1.0527,1.4898
2,1.1167,1.4978
2,-1.3376,-0.0022171
2,1.4395,1.212
1,-0.78823,-0.15056
1,0.83147,-0.034564
1,-0.87931,-0.51758
1,0.52225,0.46738
1,-0.2071,-0.66805
1,-0.35452,0.054305
2,-1.5738,-1.758
2,-0.63499,-1.9401
1,0.11072,0.68888
1,0.62321,0.11027
2,-1.7794,-0.58108
1,-0.32605,-0.30483
2,0.24032,-1.4601
2,-1.0716,-1.5371
1,0.4664,0.02002
1,-0.77174,-0.21836
2,-1.448,-0.25268
2,-0.21526,1.2825
2,-1.9205,-1.3077
1,0.42998,0.3682
1,-0.64288,-0.27605
3,1.4492,2.7435
3,2.5643,-0.19583
1,0.10975,0.22316
1,-0.29569,0.3366
1,-0.64339,-0.17272
1,-0.74674,0.1059
1,-0.48774,0.21554
1,0.42164,0.44627
1,-0.40327,-0.74988
1,-0.097562,-0.15644
1,0.67571,-0.11475
3,-3.4742,-1.9888
2,-0.61844,1.2582
1,0.21916,-0.1822
1,0.29771,-0.35416
1,0.21077,0.25417
2,-0.14379,-1.4359
2,-1.2772,-1.4537
1,0.17952,-0.10387
2,-1.0173,-1.738
2,1.676,1.3607
1,-0.18493,-0.77217
1,0.40363,0.48019
1,-0.056823,0.52962
2,0.88368,1.5654
2,-0.68881,0.85523
1,0.88477,0.30717
2,1.3878,1.6278
1,0.53666,0.60774
1,0.62,0.97098
1,0.28666,0.45289
1,-0.49821,-0.26086
2,-1.482,-1.2662
2,1.0712,1.6876
1,-0.18465,0.60391
1,-0.48151,-0.38572
2,-1.4577,-1.3762
1,-0.028324,0.22218
1,0.31899,-0.36857
1,0.058693,0.75384
1,-0.4951,0.13925
1,-0.11244,-0.75815
1,-0.37117,0.12948
1,-0.46423,0.49189
1,-0.80154,-0.055343
1,-0.87963,-0.42999
3,-2.8873,-1.7678
1,0.53505,0.73361
2,1.5033,-0.058985
1,-0.38263,-0.22181
3,2.4227,2.1959
1,-0.51669,-0.9967
1,0.27458,-0.30573
1,-0.22051,0.61974
3,-2.7844,-2.2333
3,-0.49028,2.3802
1,-0.22101,0.71382
2,-1.4419,-1.5939
3,-2.5941,-2.2427
1,0.53647,0.46795
1,0.5688,0.62853
3,-0.40929,-2.9127
2,1.5339,1.3451
1,0.44066,0.60507
2,0.40882,-1.2115
1,0.34067,0.65863
1,0.65227,-0.051233
2,0.062875,-1.3158
3,-2.3488,0.040793
1,-0.015321,0.36087
1,-0.54254,-0.14402
1,-0.30088,-0.75433
2,0.56695,-1.1573
1,0.87364,0.47002
1,-0.58683,-0.35685
1,-0.35958,-0.013058
1,0.1159,0.21781
2,1.109,-0.72616
1,0.46506,0.31234
2,-0.72235,0.92146
1,-0.71389,-0.46486
1,0.50457,0.58231
1,0.67775,0.24724
2,1.7131,0.83209
1,-0.55586,-0.87589
2,-1.4133,-1.6899
2,-0.44941,1.2502
2,-0.93449,0.5738
1,0.89513,0.52098
1,-0.11316,0.74437
2,1.5729,0.96792
1,0.21221,-0.13049
3,-1.2092,-2.6433
1,0.31791,0.033481
2,-0.7865,0.72923
1,-0.99806,-0.46825
1,0.39902,0.73393
2,-0.84937,1.0164
1,0.067998,-0.76353
3,-1.3693,1.5457
1,0.0986,0.7647
2,0.43341,-1.3772
1,0.047093,-0.62146
2,-0.68696,1.0602
1,-0.20551,0.58741
2,1.186,1.8729
1,0.33614,0.57156
1,-0.74314,-0.51507
2,-1.6204,0.19064
1,-0.47878,0.48341
1,0.7957,0.24851
2,0.1437,-1.3013
1,0.67381,0.28783
2,1.7117,0.49738
2,1.1042,1.5026
2,0.52058,-1.0157
1,0.25318,-0.45841
1,-0.35296,-0.84319
1,0.2067,0.25646
1,0.81089,0.35262
1,-0.20195,-0.58939
1,-0.31812,-0.3414
2,-1.3593,0.27299
1,-0.1708,-0.25604
1,0.45409,0.8277
2,0.29603,-1.1321
1,0.84972,0.74721
1,0.39544,-0.067161
2,1.4017,-0.089844
1,-0.92174,-0.40529
1,0.010494,0.27472
2,1.1961,-0.63615
1,0.18866,0.89872
2,0.99938,-0.81951
1,-0.4833,-0.68044
1,0.13567,-0.58874
2,-0.97578,0.68531
2,-1.6111,-1.5252
1,-0.0070731,0.82139
2,-1.2498,0.20067
1,0.47666,0.073007
1,-0.60486,-0.51051
2,-0.8985,0.71611
2,1.9746,0.75376
1,-0.68946,-0.83211
2,-1.8096,-1.192
1,0.15334,-0.10696
1,-0.24661,-0.78364
2,1.5505,0.43809
2,0.64573,-1.216
1,-0.055552,-0.80824
1,0.084636,0.24785
1,-0.0078167,0.093733
1,0.40453,0.6569
1,0.49785,0.68905
2,1.596,1.4748
2,-1.8228,-0.55137
1,-0.32337,-0.94507
2,-1.5478,-1.1272
1,0.088357,0.6291
2,1.3273,-0.054236
1,0.66319,0.94806
1,0.072906,0.51331
1,-0.76101,-0.21133
1,0.9254,0.33931
3,0.01232,-2.5813
2,-1.929,-0.83891
1,0.070606,0.32237
1,-0.68029,-0.63979
1,0.87113,0.73996
1,0.40116,-0.32301
1,0.15087,-0.17996
2,-1.4135,-1.3204
1,0.20562,-0.42804
2,-0.50746,-1.6293
1,-0.59792,-0.88219
1,-0.45375,0.055982
3,1.8361,2.8466
1,0.67674,0.74514
2,1.2864,-0.46839
1,-0.39728,-0.77494
3,1.6157,-0.96346
1,-0.52405,-0.45664
1,-0.77963,-0.4587
1,0.76384,0.71198
1,0.92889,0.27175
1,0.39243,-0.061695
1,0.34227,0.50956
2,1.4792,1.7648
2,-0.43137,-1.5098
2,-0.92549,-1.5882
2,-1.4751,-0.22954
2,1.7721,1.4495
1,0.94918,0.35441
3,-2.1402,-2.7617
2,1.519,0.71737
2,-1.7779,-0.67481
1,-0.030628,-0.2272
1,0.14181,0.79796
1,-0.00049903,0.61586
1,-0.23791,0.12045
1,-0.42299,0.29739
2,1.4395,0.28941
2,-1.6832,-1.5563
2,-1.879,-1.2287
1,0.067648,-0.56818
2,-1.9641,-0.67864
2,1.3106,-0.59041
2,1.4218,1.1787
2,0.031986,1.4401
1,0.83026,0.74451
2,1.3201,-0.57632
1,-0.5664,0.033028
1,-0.81492,-0.57049
2,-1.2623,-1.3677
1,0.1759,-0.14936
1,-0.768,-0.12729
1,-0.42456,0.3114
1,-0.40052,-0.054055
2,1.9029,1.1198
2,1.1186,1.7246
2,1.2898,1.9491
1,-0.65833,-0.56739
1,0.55225,-0.30593
1,0.20003,0.54106
2,0.1457,1.4373
2,1.6116,0.94412
1,0.16052,0.4859
1,0.004514,0.50649
1,0.12984,0.8762
1,0.54281,-0.29181
1,0.15369,-0.067724
1,0.23697,-0.41348
2,0.65134,-1.2702
3,0.51339,-1.883
1,0.9667,0.65723
1,0.6769,0.27957
1,0.72292,-0.16584
1,0.13305,-0.36113
2,0.10416,1.506
2,0.81744,1.9101
1,0.68746,0.94625
1,0.50652,0.45363
2,0.48069,1.7823
1,0.071419,0.50026
1,0.73328,0.45475
3,0.48146,-1.9683
1,0.15616,0.11703
2,1.1496,1.6946
1,0.73625,0.80647
1,0.20378,0.00205
1,0.2675,-0.53533
1,-0.5573,-0.10618
1,0.26517,0.39565
3,2.628,0.93316
1,-0.66315,-0.81938
1,0.79369,0.29395
3,1.3591,-1.2405
1,-0.44155,-0.64492
1,-0.34334,0.34081
1,0.9065,0.41458
1,0.21639,0.45065
1,0.063443,-0.43501
1,-0.3876,-0.31724
2,1.2858,-0.56224
2,0.98734,1.6176
1,0.65947,0.20273
2,-1.0111,0.76119
2,1.5744,1.7522
3,2.7494,0.46677
2,1.4068,0.0063794
1,0.80718,0.33219
1,0.3985,0.43748
1,0.20216,-0.3884
1,0.27419,0.80642
1,-0.91173,-0.52394
2,1.5724,1.3506
1,-0.31698,-0.7359
1,0.3931,0.38704
1,-0.24433,-0.86058
2,1.3214,1.6176
2,0.84476,1.5681
1,-0.56288,-0.062598
2,0.54089,-1.3122
1,-0.54497,-0.41158
1,0.6363,0.90604
2,1.7013,1.6411
2,-1.644,-0.9516
1,0.63021,0.45955
2,0.5907,-1.0355
1,0.13,0.084212
1,-0.24555,-0.013712
1,0.67062,0.93183
3,-2.3973,-0.058461
2,1.3444,1.6759
1,0.40043,0.97628
1,0.65408,0.60894
3,-1.3568,1.4703
1,0.13366,-0.11699
1,-0.61822,0.20949
2,0.63418,-1.1084
2,-1.535,-0.88877
3,-1.2461,1.3383
1,0.020174,-0.2546
1,-0.15289,-0.15293
1,0.26642,0.029828
2,-0.046118,-1.427
3,2.9369,1.1594
1,-0.1423,0.51705
1,0.0010522,0.3406
1,0.38592,0.012412
1,-0.29348,-0.69103
1,0.57316,0.42276
1,0.25658,-0.55809
2,-1.7538,-1.6516
1,-0.44245,-0.45509
2,0.30657,-1.1568
1,0.20315,0.55326
1,-0.7383,-0.31784
2,-0.99311,0.74968
2,-0.79332,0.70827
3,-1.399,1.3445
1,0.90333,0.36345
2,1.5958,0.74422
1,-0.18647,-0.72351
1,-0.28135,0.081951
1,-0.63706,-0.54255
1,-0.20738,-0.34134
1,-0.70941,-0.2425
2,-0.71959,1.0738
1,-0.73089,-0.35764
2,1.0294,-0.522
2,-0.87244,0.73099
1,0.39504,-0.066339
1,0.37969,0.015519
1,-0.15513,0.38358
1,0.49496,0.47827
2,1.7757,1.345
1,-0.56969,-0.78318
1,0.33805,-0.4992
1,-0.13205,0.29805
2,1.4778,0.97813
1,-0.73999,-0.47989
2,1.1493,1.5634
1,0.9067,0.48063
1,0.71542,-0.1857
2,-0.7796,-1.5661
1,0.24754,0.10503
2,1.7815,1.2803
1,-0.51489,-0.57208
1,0.70529,0.090008
2,0.61395,1.4935
3,-3.4066,-0.93667
1,-0.92069,-0.3306
2,-1.0105,0.48135
1,0.88869,0.12313
1,-0.67216,-0.7106
1,0.46055,0.14965
1,0.56186,0.20493
2,-0.1749,1.4881
1,-0.54596,-0.48519
2,0.19807,-1.3267
1,-0.52064,-0.98741
1,-0.52066,0.40718
1,0.12474,0.81763
2,-1.489,-0.03883
1,-0.81604,-0.52455
2,-0.41211,1.3094
2,-1.3377,-1.7112
1,0.89153,0.83489
1,0.52386,0.36554
1,0.92529,0.21756
1,-0.14204,0.57565
2,-1.4148,-1.195
1,-0.025696,0.024958
3,-1.8238,-2.8644
1,-0.6748,-0.69773
2,0.46974,1.6463
2,-1.3463,-1.5695
1,-0.48335,-0.00072083
2,0.37167,1.8165
2,0.2596,-1.2499
2,-1.1035,-1.5584
1,-0.35087,-0.29551
1,-0.96176,-0.56475
2,1.3306,0.0023913
1,-0.42803,0.40863
2,1.7196,0.69377
1,0.2628,0.4194
2,1.1702,-0.79509
1,-0.33255,-0.73423
1,-0.63242,-0.7797
2,0.079819,1.4345
1,0.13578,-0.55653
2,-0.40375,1.278
2,0.68016,-0.88001
2,-1.7853,-0.57098
1,0.5145,0.25772
1,-0.36276,0.096951
1,-0.38701,-0.60251
1,0.35755,-0.62614
1,-0.0034579,0.47728
2,0.9493,1.7887
1,0.53391,0.55422
1,0.81109,0.45357
2,-1.5977,-0.4374
1,-0.074244,0.39703
2,1.6554,0.13515
3,-1.9909,-2.4283
1,-0.47284,-0.14123
2,1.0699,1.7654
2,-0.1094,1.324
1,-0.033922,-0.56558
1,0.23301,0.16252
1,0.57782,0.54881
3,1.5813,-1.0944
1,-0.068661,0.039136
1,-0.00052752,-0.2183
1,-0.46552,-0.91899
3,1.3258,2.6449
1,0.14028,-0.39004
1,0.22958,-0.085272
1,-0.27567,-0.33375
2,-0.026936,1.3625
1,-0.034602,0.76025
1,0.87696,0.52129
1,-0.008449,-0.5697
1,0.18885,0.14534
1,0.028027,0.030536
1,-0.58015,-0.92373
2,0.69839,-0.86978
2,-1.5698,-1.0715
2,1.7079,1.1346
1,-0.15706,-0.68071
1,-0.23163,0.40665
3,2.1714,2.2375
1,-0.56777,-0.43509
1,0.26075,-0.26461
3,2.5913,0.052813
2,-1.9295,-0.51157
1,0.4651,-0.49413
3,2.4001,2.114
1,0.42946,-0.48726
2,0.96732,-0.76917
1,-0.22717,-0.86574
1,-0.19212,-0.68887
2,-0.79897,-1.8137
1,-0.046861,-0.82817
1,-0.028915,-0.33301
2,1.7539,0.06624
2,0.5906,1.557
1,-0.42382,-0.96781
1,-0.16447,0.60937
2,-1.635,0.091252
3,-1.0435,1.9493
1,-0.47484,-0.90239
1,-0.60358,-0.52382
2,1.1871,1.9038
2,0.32594,1.5741
1,0.82159,0.10596
2,-0.54029,-1.7007
1,0.41406,0.96291
1,0.24717,0.55782
1,0.0429,-0.53711
1,-0.71188,-0.75334
1,-0.4421,-0.48334
1,-0.057353,0.19507
3,-2.6539,-0.23548
1,0.38138,-0.029929
3,-2.5129,-1.9371
2,-0.26039,1.1705
3,-2.2354,0.77312
1,-0.36442,0.34984
1,-0.3736,-0.82485
2,-0.7542,0.9128
1,-0.70882,0.011712
1,-0.63652,-0.40243
1,-0.31327,-0.95691
2,-1.0909,0.37006
1,0.30278,-0.27939
1,-0.17535,-0.41681
2,-1.3298,0.61771
1,0.138,0.3068
1,-0.96025,-0.41112
2,0.13776,-1.4701
1,0.75307,0.49073
2,0.10712,1.6814
1,-0.72368,0.014172
2,0.82351,-0.98753
3,-2.5459,-0.16469
2,-1.5679,-1.412
2,1.2561,-0.57833
2,-1.5309,-1.4402
2,1.1018,1.4742
3,-0.13364,2.1042
1,-0.47158,-0.78175
2,0.89546,-0.98882
2,1.6255,1.8102
1,0.026331,0.17621
1,0.39923,0.2354
1,-0.52296,0.4074
1,-0.32431,-0.15595
1,-0.38641,0.095427
3,1.1275,3.0538
1,0.47678,0.1722
1,0.60602,0.38681
1,-0.32008,-0.20491
1,0.52972,-0.23218
1,-0.5901,-0.89669
2,-0.69476,1.0905
1,0.17272,0.78658
1,-0.45625,-0.062162
1,-0.48782,-0.63723
1,-0.065868,0.44714
1,0.35145,0.94671
1,0.66706,0.59633
2,1.1287,1.8354
1,-0.21257,0.42925
1,0.21821,0.39081
2,-1.2545,-1.3403
2,-1.8856,-1.2315
2,0.57666,1.9349
1,0.43851,-0.11685
1,-0.48993,-0.41097
1,-0.28758,-0.23169
1,-0.47508,-0.73998
1,-0.65002,-0.41179
1,-0.30429,-0.42329
1,0.071082,-0.035693
3,-0.54032,-2.8654
1,-0.19508,-0.65027
2,0.3595,1.8528
1,-0.32437,-0.67772
2,1.3975,1.5104
1,-0.4509,0.23586
1,-0.86997,-0.18724
2,1.5339,0.61222
1,0.41084,0.57668
1,-0.69191,-0.73019
1,0.27114,0.67717
1,-0.3644,-0.60033
2,-0.33128,-1.5082
2,-0.15808,-1.7768
1,-0.1995,0.14865
2,1.8029,1.3474
2,0.98536,1.9775
3,0.0045894,3.7608
2,-1.0022,0.77035
1,-0.26663,-0.74723
1,-0.014049,0.79765
1,-0.15215,0.24125
1,0.15064,0.20318
1,0.40219,-0.41448
1,-0.16492,-0.063779
1,-0.63022,-0.41787
1,0.92418,0.71577
1,0.90353,0.66351
2,-1.4203,-0.26816
2,0.31908,1.505
2,-1.6655,-1.7431
2,1.3175,-0.1389
1,0.12077,0.46941
1,-0.75214,-0.27431
1,-0.37598,-0.79775
1,-0.63631,-0.19263
1,0.022958,0.35939
2,-1.2257,0.33155
1,0.84386,0.25606
1,0.17469,-0.44818
2,0.0834,1.6274
1,0.46044,0.40768
3,-2.668,-1.6106
1,-0.41375,0.36074
2,1.7775,0.53413
1,-0.45957,-0.72851
1,-0.85176,-0.3507
1,0.54145,0.95496
2,-1.9638,-1.1034
1,0.080967,-0.66252
2,0.02813,-1.2986
1,-0.52098,0.012641
2,1.6323,0.40318
1,0.033435,-0.036787
2,1.4352,-0.11949
1,-0.056957,0.77574
1,-0.25887,-0.90448
1,0.4964,0.51492
1,0.87323,0.019087
1,-0.050791,-0.089185
1,0.43946,-0.29674
1,-0.58434,-0.37125
2,1.7036,0.50286
